depart_time,start,end,request_id
19115,767,733,56
22739,753,747,500
22402,745,748,508
22755,761,732,583
22898,749,748,607
23249,772,745,739
24855,760,732,1255
26007,755,756,1620
26379,745,763,1886
27079,765,764,2517
27249,754,753,2567
27132,756,754,2572
27200,752,751,2669
27225,746,745,2688
27379,746,748,2741
27727,756,747,2999
28051,739,733,3306
28732,753,743,3917
29051,749,748,4004
29673,744,749,4548
29972,749,772,5112
29995,772,735,5233
30540,769,764,5366
30538,765,764,5599
30401,733,737,5631
30535,746,735,5821
30499,745,751,5861
31099,735,763,6299
31073,772,752,6332
31831,761,732,6474
31321,734,761,6731
31241,760,732,6784
31613,753,743,7021
31646,744,763,7170
31997,749,752,7486
31950,744,746,7644
32271,754,753,7873
32229,754,755,7874
32216,756,743,7922
32905,755,747,8630
34063,754,743,9308
34483,755,754,9808
34938,746,744,9934
34826,769,771,9949
34899,772,749,10072
34909,756,747,10143
34989,756,754,10198
35061,772,732,10210
35385,754,743,10246
35181,734,763,10343
35616,758,765,10640
35651,769,766,10676
35821,746,749,10738
36363,735,763,11114
36271,756,747,11117
36506,746,763,11284
37277,752,735,11816
37657,752,751,12114
38390,772,746,12397
38674,752,749,12933
39148,754,743,13220
39474,746,763,13334
39371,765,766,13374
39705,749,751,13585
40429,772,745,14274
42218,754,753,15347
42207,756,747,15398
42793,772,746,15826
42634,746,735,15885
44080,769,766,16558
44241,749,763,16947
44435,756,754,17201
44926,772,745,17559
45016,764,765,17701
45393,756,747,17893
45967,756,747,17943
45553,741,737,17951
45802,752,751,18081
46123,761,734,18143
45891,735,751,18258
46453,754,755,18553
46447,754,755,18649
46401,737,739,18673
47104,772,734,19199
47678,735,751,19481
48511,761,734,20215
49038,756,747,20587
49755,735,751,21417
50028,744,735,21737
50150,772,746,21767
50445,767,733,22040
50824,734,757,22256
50783,756,747,22307
52053,753,743,23056
52461,754,753,23384
52289,737,733,23501
52298,753,743,23536
52843,745,746,23574
52263,745,751,23609
52990,752,751,24017
53284,733,739,24205
53468,746,748,24522
53417,752,751,24558
54525,752,751,25300
55077,754,743,25371
55445,753,755,26247
55421,768,732,26258
55845,772,745,26607
55957,758,770,26641
56002,745,751,26697
55966,746,752,26699
56288,754,743,26870
56282,772,745,26995
57629,761,732,27886
57603,769,771,28194
57682,744,749,28413
58455,746,752,28961
58898,761,732,29295
59062,752,763,29550
59682,752,751,29910
60186,752,746,30389
60263,735,751,30471
60536,772,735,30721
60386,752,746,30736
61034,749,763,31189
61882,749,748,31461
62104,745,751,31735
62055,759,732,32242
62772,749,751,32342
62782,746,748,32686
62934,768,761,32849
63320,756,754,33163
63139,752,749,33413
63333,740,767,33452
63532,753,756,33653
63783,749,748,33958
64095,772,752,34300
64073,752,746,34375
64293,735,751,34382
64381,765,771,34430
64427,758,765,34508
64299,769,764,34561
64634,746,748,34698
64801,745,735,35308
65194,765,771,35360
64854,764,770,35363
65267,772,745,35873
65649,746,752,35937
65858,769,771,36330
66441,756,754,36359
65859,749,752,36411
65917,768,757,36446
65931,746,751,36456
66124,768,757,36505
66922,749,763,37211
67556,735,751,38148
67802,756,747,38180
67739,758,765,38229
67873,753,743,38291
68379,752,751,39121
68596,753,743,39314
69111,772,749,39537
69793,769,764,40155
70365,755,754,40402
71309,746,749,41051
71795,739,733,41380
72181,756,747,41405
71797,745,746,41429
72304,756,747,41534
72461,755,749,41744
72631,758,770,41894
73075,771,765,41942
72951,772,745,41945
72912,768,732,42034
73649,772,745,42172
73629,744,763,42328
73700,745,748,42359
74291,772,737,42549
74258,735,763,42579
74410,746,744,42685
74637,767,739,42792
75057,749,751,42935
75243,768,759,43020
75402,739,738,43103
75477,752,745,43179
75489,734,746,43182
76018,746,745,43334
76502,758,765,43392
75920,749,746,43410
76218,772,746,43499
76666,767,738,43590
76648,756,753,43599
76567,758,766,43651
76753,748,763,43778
77362,752,772,44032
77670,745,748,44196
77821,768,734,44279
78126,746,738,44316
78507,756,747,44328
78933,746,748,44430
78390,752,755,44480
79168,772,751,44707
79674,744,749,45108
79701,758,771,45140
80413,752,763,45299
81351,754,754,45389
81896,772,751,45484
81723,749,746,45498
81906,764,765,45501
82291,772,735,45588
82500,748,755,45597
83779,760,732,45782
84020,768,757,45817
84322,735,751,45862
84912,735,763,45955
85281,737,733,46009
86388,737,741,46117
86181,746,752,46124
86579,771,765,46166
86803,758,765,46201
86920,764,770,46203
87136,755,755,46217
