depart_time,start,end,request_id
18965,767,733,56
21334,739,733,361
21517,749,752,372
21600,748,763,406
22589,753,747,500
22252,745,748,508
22605,761,732,583
22748,749,748,607
22645,769,764,648
23099,772,745,739
24153,734,760,1098
24705,760,732,1255
25857,755,756,1620
26229,745,763,1886
26524,737,741,2105
26929,765,764,2517
27099,754,753,2567
26982,756,754,2572
27050,752,751,2669
27075,746,745,2688
27229,746,748,2741
27220,735,746,2793
27460,734,757,2984
27577,756,747,2999
27420,772,749,3030
27692,769,771,3168
27901,739,733,3306
28419,745,748,3880
28582,753,743,3917
28901,749,748,4004
29342,745,751,4210
29529,772,745,4338
29089,770,770,4384
29277,749,763,4484
29523,744,749,4548
29703,739,741,4956
29822,749,772,5112
29845,772,735,5233
30390,769,764,5366
30388,765,764,5599
30251,733,737,5631
30385,746,735,5821
30349,745,751,5861
30949,735,763,6299
30923,772,752,6332
31681,761,732,6474
31450,734,761,6731
31728,768,757,6905
31742,772,749,7007
31463,753,743,7021
31507,740,767,7098
31737,765,764,7100
31496,744,763,7170
31575,771,765,7363
31847,749,752,7486
31800,744,746,7644
32121,754,753,7873
32079,754,755,7874
32066,756,743,7922
32211,749,752,7937
32822,754,753,8066
32595,752,763,8110
32368,734,760,8173
32755,755,747,8630
33061,735,763,8938
33326,756,753,9201
33540,749,735,9221
33913,754,743,9308
34333,755,754,9808
34788,746,744,9934
34676,769,771,9949
34749,772,749,10072
34759,756,747,10143
34839,756,747,10198
34911,772,732,10210
35235,754,743,10246
35046,734,763,10343
35061,740,738,10379
35177,754,756,10474
35349,764,765,10485
35466,758,765,10640
35501,769,766,10676
35671,746,749,10738
36213,735,763,11114
36121,756,747,11117
36292,737,741,11246
36715,749,748,11282
36356,746,763,11284
36802,771,765,11483
37044,746,746,11765
37127,752,735,11816
37203,758,770,11925
37507,752,751,12114
38240,772,746,12397
38007,746,751,12470
38241,764,769,12601
38454,745,751,12770
38350,752,751,12810
38484,744,735,12913
38524,752,749,12933
38830,749,746,12970
38853,755,755,13111
38998,754,743,13220
39324,746,763,13334
39221,765,766,13374
39215,733,737,13409
39555,749,751,13585
39996,772,748,14006
40279,772,745,14274
41072,764,766,14774
41775,755,755,14830
42068,754,753,15347
41843,769,766,15358
42057,756,747,15398
41925,769,766,15409
41985,772,735,15515
42046,740,737,15520
42094,748,763,15552
42643,772,746,15826
42484,746,735,15885
43552,753,747,16481
43761,769,766,16558
43517,739,751,16676
44091,749,763,16947
44076,753,756,16980
44167,756,754,17066
44243,769,770,17124
44285,756,754,17201
44344,739,741,17223
44776,772,745,17559
44866,764,765,17701
45252,745,744,17834
45243,756,747,17893
45817,756,747,17943
