depart_time,start,end,request_id
19215,869,785,109
19636,740,783,214
19793,784,797,249
19860,797,854,266
21147,838,845,361
21382,870,788,484
21443,772,740,501
21549,788,776,505
21976,737,780,537
22310,815,740,672
22783,750,817,791
22954,870,816,862
23279,869,850,983
23230,749,740,1026
23550,817,747,1066
23623,750,794,1113
23703,750,785,1142
23815,737,800,1207
24065,851,784,1313
24397,734,733,1425
24628,851,785,1533
24888,841,838,1614
25035,782,776,1656
25182,842,833,1708
25229,870,799,1739
25240,851,869,1747
25419,758,805,1794
25919,843,840,1932
25899,736,795,2062
25969,746,780,2134
25905,832,841,2157
26191,870,751,2183
25984,788,784,2223
26270,739,861,2341
26133,870,794,2369
26371,777,783,2547
26624,749,745,2712
26582,790,817,2757
26544,784,779,2775
26622,827,846,2839
26726,816,817,2888
26890,817,740,2917
26846,782,819,3000
26880,737,850,3042
27017,870,791,3056
26897,812,865,3104
27055,790,869,3213
27150,777,772,3224
27281,851,778,3358
27220,815,740,3424
27225,790,869,3448
27524,841,838,3465
27427,816,856,3645
27449,840,832,3656
27483,775,740,3684
27471,849,818,3688
27625,861,785,3817
27861,760,817,3885
27697,755,817,3917
27732,776,814,3954
27938,746,786,4079
27983,840,848,4162
28187,760,780,4221
28274,861,732,4318
28161,790,795,4322
28197,851,782,4327
28173,866,768,4401
28262,790,779,4437
28413,790,854,4536
28421,857,784,4662
28422,806,766,4671
28547,856,738,4681
28491,816,772,4747
28608,835,835,4788
28599,801,798,4840
28713,760,814,4970
28748,815,742,4992
29289,820,740,5027
28861,851,740,5044
28815,829,835,5083
28983,851,747,5193
29236,794,819,5195
28906,733,800,5197
29019,816,772,5211
29133,869,871,5392
29369,817,736,5488
29390,784,747,5599
29427,736,782,5608
29461,832,833,5645
29505,851,783,5672
29526,737,869,5758
29516,760,807,5822
29565,812,869,5861
29844,766,799,5906
29744,830,833,6055
30376,815,783,6104
29991,760,740,6354
30065,737,774,6375
30037,766,812,6456
30034,746,743,6460
30067,841,837,6474
30101,851,784,6530
30201,860,762,6642
30293,790,747,6682
30379,740,773,6752
30397,870,751,6761
30393,815,740,6880
30493,747,817,6898
30594,797,763,7062
30681,737,732,7128
30624,829,832,7173
30694,796,805,7180
30637,737,747,7194
30650,806,817,7202
30710,777,864,7280
30833,740,789,7405
30983,777,808,7421
30919,736,774,7521
31005,835,833,7600
31013,760,817,7650
31112,746,807,7653
31094,842,833,7741
31159,777,865,7749
31171,790,782,7810
31262,851,814,7957
31292,801,761,7970
32001,829,833,8040
31591,732,774,8158
31416,788,780,8166
31535,773,748,8236
31535,851,812,8284
31672,747,741,8350
31707,835,833,8403
31678,782,858,8472
32265,832,835,8487
31926,864,871,8545
31941,734,785,8630
31848,849,794,8634
31908,747,802,8648
31953,773,788,8671
31877,801,780,8707
32163,801,808,9048
32159,815,773,9051
32143,863,790,9065
32324,733,736,9264
32587,828,833,9413
32504,815,861,9427
32683,817,736,9476
32619,776,860,9628
32802,833,840,9827
32801,750,736,9834
33045,864,794,9973
33130,806,794,10020
33078,837,837,10022
33762,857,807,10029
33389,851,772,10238
33580,816,740,10288
33673,773,751,10357
33663,801,758,10371
33884,870,740,10409
33817,864,774,10427
34302,861,773,10623
34310,835,833,10726
34399,815,740,10750
34494,847,841,10765
34852,869,785,10939
34707,768,858,10959
34730,830,833,10965
34869,799,740,11026
34957,816,856,11100
35733,779,807,11102
35252,790,865,11157
35429,851,740,11312
35358,799,857,11324
35624,746,856,11495
35868,852,799,11611
35924,735,746,11674
36424,740,869,11867
36359,782,854,11906
36373,816,733,11908
36509,817,801,11920
36807,840,832,12153
37172,777,818,12471
37339,788,780,12496
37226,784,786,12500
